PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
120,2022-10-06,16:59:16.55,3,4,"Craven, Brian",1000055396,Right,WM_TRI,"Yaghoubi, Tank",1000187574,Left,WM_TRI,Undefined,3,Bottom,1,1,2,Sinker,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.43412,2.585797,-1.606706,2194.148947,250.285869,2:15,2.89733,2.3162,3.95031,-33.8864,6.76146,14.97717,2.56466,2.01762,77.99569,-3.518145,0.984035,0.458871,,,,,,,,,,,,-7.51768,2.88217,-2.15024,50,3.15632,2.72282,-124.88585,4.16891,-11.79069,26.77265,-27.65364,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,dfcf1430-45b9-11ed-990a-975020632eee,82.14177,,,8.43843,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:59:16.55,2022-10-06T16:59:16.5518670-04:00,2022-10-06T20:59:16.5518670Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,67a657a9-27c2-46e6-9bf8-89d6d7fda2f7,56.54543,-126.28124,13.38633,2.90147,5.61022,-13.82682,-2.30817,3.33735,-5.89534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
121,2022-10-06,16:59:38.22,3,5,"Craven, Brian",1000055396,Right,WM_TRI,"Yaghoubi, Tank",1000187574,Left,WM_TRI,Undefined,3,Bottom,1,2,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.8439,3.550433,-1.604473,2003.665605,278.593258,3:15,2.89211,2.26678,4.09718,-40.89979,-1.14992,17.7608,2.89727,2.20644,78.14384,-3.810061,1.47499,0.453774,,,,,,,,,,,,-8.89453,-1.22776,-2.10765,50,3.24643,2.60474,-126.63727,6.01821,-14.13615,30.99949,-34.12531,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,ecaf2140-45b9-11ed-990a-975020632eee,83.0644,,,9.70005,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:59:38.22,2022-10-06T16:59:38.2251342-04:00,2022-10-06T20:59:38.2251342Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,6a635cfc-122e-4115-88f5-1305d8a54ca4,56.39745,-128.19373,15.49975,2.90125,7.73162,-17.06265,-2.25625,3.31451,-7.06807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
122,2022-10-06,17:00:48.64,3,6,"Craven, Brian",1000055396,Right,WM_TRI,"Yaghoubi, Tank",1000187574,Left,WM_TRI,Undefined,3,Bottom,1,3,2,Sinker,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,87.17806,2.281895,-1.746972,1958.259188,300.479722,4:00,2.85515,2.31842,4.05321,-48.41798,-8.55788,16.90442,1.01446,2.04848,78.79943,-6.339292,1.186405,0.454402,,,,,,,,,,,,-8.54374,-4.30547,-2.14131,50,3.05922,2.97042,-126.05916,2.80223,-13.60451,28.12116,-39.02977,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,16a8aca0-45ba-11ed-990a-975020632eee,82.94946,,,8.37863,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:00:48.64,2022-10-06T17:00:48.6498638-04:00,2022-10-06T21:00:48.6498638Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,dbf060f7-50c4-4b2f-9b16-eb4462b0fa0f,56.44651,-127.48913,14.06058,2.86626,4.78691,-19.51489,-2.30994,3.66221,-6.80225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
123,2022-10-06,17:01:35.45,4,1,"Craven, Brian",1000055396,Right,WM_TRI,"Pierce, Owen",1000115803,Right,WM_TRI,Undefined,3,Bottom,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.35757,2.397506,-1.983414,2311.478963,93.995871,9:15,2.77175,2.18786,3.82222,-49.63885,3.15823,-17.94607,0.95059,-1.22165,68.83869,-6.471412,-5.075954,0.522969,,,,,,,,,,,,7.8417,1.26012,-1.93372,50,2.99476,4.63413,-110.20931,2.66543,9.48315,22.64641,-30.65017,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,32edeb00-45ba-11ed-990a-975020632eee,72.07388,,,7.51888,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:01:35.45,2022-10-06T17:01:35.4595662-04:00,2022-10-06T21:01:35.4595662Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,f9b989f1-8f22-448a-bdbe-93d4c1eaa614,56.67504,-111.57251,11.32321,2.77879,4.51041,-15.32508,-2.19549,4.06329,4.74157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
124,2022-10-06,17:01:54.72,4,2,"Craven, Brian",1000055396,Right,WM_TRI,"Pierce, Owen",1000115803,Right,WM_TRI,Undefined,3,Bottom,1,0,1,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.62411,3.478801,-2.250661,2166.555274,293.827473,3:45,2.91388,2.27394,4.05534,-45.96841,-6.09473,17.198,2.43144,1.54411,78.28138,-4.742286,0.728592,0.45448,,,,,,,,,,,,-8.87,-3.55614,-2.04056,50,3.25613,4.06626,-126.37977,5.58561,-14.08674,30.09096,-37.82165,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,3e1831c0-45ba-11ed-990a-975020632eee,82.93535,,,9.34273,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:01:54.72,2022-10-06T17:01:54.7281230-04:00,2022-10-06T21:01:54.7281230Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,3cd15b47-9dea-4489-b515-4cb0f47d3488,56.44218,-127.90445,15.04548,2.92456,7.502,-18.91082,-2.26468,4.78002,-7.04337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
125,2022-10-06,17:02:40.25,4,3,"Craven, Brian",1000055396,Right,WM_TRI,"Pierce, Owen",1000115803,Right,WM_TRI,Undefined,3,Bottom,1,1,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,1,0,,76.593,4.242959,-0.364818,2191.66196,88.090189,9:00,2.82445,2.1352,3.69462,-51.37948,1.25079,-18.07406,2.65271,0.2763,68.91335,-4.917812,-3.473299,0.522143,,,,,,,,,,,,8.36768,-0.19685,-2.06813,50,3.26844,1.54359,-110.4477,6.12536,10.20937,21.9232,-32.41423,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,5961d210-45ba-11ed-990a-975020632eee,72.18801,,,7.67965,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:02:40.25,2022-10-06T17:02:40.2510000-04:00,2022-10-06T21:02:40.2510000Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,72871f97-ada2-408a-b8e8-3df5804bce7e,56.80324,-111.78994,10.9616,2.83266,8.10992,-16.20712,-2.1435,0.91852,5.10469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.52552,1.514146,0.728013,0.786133,-0.74479,2.45884,-0.14282,-0.72016,4.8398,-4.71287,65.07985,1.6095,-59.69983,-0.72725,87.46827,-4.78046,4.8861,8.86027,-16.57307,-4.79806,-81.90348,15.34956,High,High,High,,,High,High,High
126,2022-10-06,17:03:21.32,4,4,"Craven, Brian",1000055396,Right,WM_TRI,"Pierce, Owen",1000115803,Right,WM_TRI,Undefined,3,Bottom,2,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.00877,2.682954,-0.133443,2192.792469,109.97298,9:45,2.69398,2.11265,3.65614,-47.41396,6.31508,-11.79863,1.34053,1.00032,68.07718,-5.81351,-2.164265,0.527565,,,,,,,,,,,,5.4863,2.66016,-2.08106,50,2.95849,0.80249,-109.63682,3.26762,6.55228,22.78117,-28.99701,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,71bc1aa0-45ba-11ed-990a-975020632eee,71.44606,,,7.93159,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:03:21.32,2022-10-06T17:03:21.3215054-04:00,2022-10-06T21:03:21.3215054Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,572e5799-9e79-4f83-8510-40fb9743715b,56.83877,-111.04874,11.39058,2.70028,5.06478,-14.4985,-2.11821,0.39639,3.27614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
127,2022-10-06,17:03:44.21,4,5,"Craven, Brian",1000055396,Right,WM_TRI,"Pierce, Owen",1000115803,Right,WM_TRI,Undefined,3,Bottom,2,2,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.17908,3.286974,-4.403198,2151.183606,302.485966,4:00,2.98693,2.1472,4.30752,-46.94274,-6.9843,13.30131,2.23064,-0.96278,78.04609,-5.120408,-2.096477,0.454963,,,,,,,,,,,,-7.78205,-3.94201,-1.68426,50,3.29623,8.99651,-125.5862,5.15268,-12.23382,29.15031,-38.37112,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,7f5f77b0-45ba-11ed-990a-975020632eee,82.84735,,,9.133,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:03:44.21,2022-10-06T17:03:44.2162510-04:00,2022-10-06T21:03:44.2162510Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,c2234cc9-935f-4abb-9229-4da0dd47e1c6,56.19061,-127.015,14.57515,2.99758,7.03344,-19.18556,-2.13992,9.59615,-6.11691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
128,2022-10-06,17:04:18.06,4,6,"Craven, Brian",1000055396,Right,WM_TRI,"Pierce, Owen",1000115803,Right,WM_TRI,Undefined,3,Bottom,2,3,2,Sinker,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,88.09506,4.340312,-4.049883,2118.053013,306.214755,4:15,2.9802,2.36709,4.40682,-46.66963,-7.74264,12.49989,3.25186,-0.46298,78.92093,-4.021795,-1.878678,0.449052,,,,,,,,,,,,-7.25367,-4.61843,-1.94827,50,3.39823,8.34622,-126.87618,7.57446,-11.67557,28.99635,-39.60791,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,937cd9e0-45ba-11ed-990a-975020632eee,83.93778,,,9.17413,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:04:18.06,2022-10-06T17:04:18.0655950-04:00,2022-10-06T21:04:18.0655950Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,dcf3df9a-2a20-4c6c-91bc-5804db3722b3,56.09158,-128.26079,14.49818,2.99138,9.46579,-19.80395,-2.36013,8.90375,-5.83779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
129,2022-10-06,17:04:52.00,5,1,"Craven, Brian",1000055396,Right,WM_TRI,"Iriotakis, Charlie",1000187570,Left,WM_TRI,Undefined,3,Bottom,2,0,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.2551,3.611544,-3.482219,2015.203938,301.652827,4:00,2.94335,2.33639,3.98598,-49.49404,-8.2391,15.85623,2.30333,0.30455,77.19048,-5.204011,-0.743303,0.462285,,,,,,,,,,,,-8.62146,-4.5967,-1.95866,50,3.30015,6.74613,-124.29314,5.60819,-13.27363,28.58967,-39.25113,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,a7cfcb00-45ba-11ed-990a-975020632eee,81.53515,,,9.06462,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:04:52.00,2022-10-06T17:04:52.0035150-04:00,2022-10-06T21:04:52.0035150Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,95924380-3099-4608-8eed-b1c2d8438f89,56.51273,-125.78226,14.29484,2.9548,7.65263,-19.62557,-2.32805,7.4375,-6.63681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
130,2022-10-06,17:05:10.14,5,2,"Craven, Brian",1000055396,Right,WM_TRI,"Iriotakis, Charlie",1000187570,Left,WM_TRI,Undefined,3,Bottom,2,0,1,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.63854,2.032001,-3.987109,2156.897752,306.527134,4:15,2.83025,2.21619,4.28083,-49.33625,-9.06335,14.20316,0.66827,-0.42051,78.05848,-6.780022,-1.519159,0.456749,,,,,,,,,,,,-8.10315,-4.5928,-1.79785,50,3.00068,8.01249,-125.06599,2.26871,-12.65746,28.4665,-39.34818,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,b29e8440-45ba-11ed-990a-975020632eee,82.52325,,,8.58006,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:05:10.14,2022-10-06T17:05:10.1425486-04:00,2022-10-06T21:05:10.1425486Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,6f025990-d794-409c-9fe3-afc62d6b2bd4,56.21935,-126.47367,14.23325,2.84038,4.21449,-19.67409,-2.20955,8.6384,-6.32873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
131,2022-10-06,17:05:30.63,5,3,"Craven, Brian",1000055396,Right,WM_TRI,"Iriotakis, Charlie",1000187570,Left,WM_TRI,Undefined,3,Bottom,2,1,1,Sinker,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,85.66211,4.058297,-3.041773,2045.757801,303.561507,4:00,2.99321,2.16823,4.26124,-49.52526,-8.12587,14.558,2.76172,0.46781,76.64254,-4.808674,-0.513999,0.463093,,,,,,,,,,,,-7.98355,-4.80032,-1.85256,50,3.38551,5.84444,-123.49941,6.6159,-12.1308,28.30693,-39.46798,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,bed4e3d0-45ba-11ed-990a-975020632eee,81.39276,,,9.01957,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:05:30.63,2022-10-06T17:05:30.6362190-04:00,2022-10-06T21:05:30.6362190Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,89ddf699-c0b0-4f24-b643-2ed3be336c33,56.23834,-124.9211,14.15347,3.00345,8.59815,-19.73399,-2.16139,6.45369,-6.0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
132,2022-10-06,17:06:14.33,6,1,"Craven, Brian",1000055396,Right,WM_TRI,"Barnes, Jerry",1000115794,Right,WM_TRI,Undefined,3,Bottom,2,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.90658,3.557926,0.082653,2321.988621,110.539667,9:45,2.72856,2.03898,3.69645,-46.8777,8.32201,-16.79103,2.26637,0.71964,67.11967,-4.860676,-2.807216,0.534736,,,,,,,,,,,,7.87898,3.36008,-2.02686,50,3.09698,0.61376,-107.99567,4.91066,9.15387,21.65954,-28.27029,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,d8e20c80-45ba-11ed-990a-975020632eee,70.48788,,,7.7869,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:06:14.33,2022-10-06T17:06:14.3311676-04:00,2022-10-06T21:06:14.3311676Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,08c1c322-289f-40b4-be28-66891c56d97e,56.79833,-109.35064,10.82977,2.73446,6.67918,-14.13514,-2.04735,0.04112,4.57694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
133,2022-10-06,17:06:34.04,6,2,"Craven, Brian",1000055396,Right,WM_TRI,"Barnes, Jerry",1000115794,Right,WM_TRI,Undefined,3,Bottom,2,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.71764,2.792605,-0.667581,2319.226635,109.360613,9:45,2.72169,2.11738,3.75685,-45.7929,7.77213,-16.76324,1.60492,0.07569,68.32956,-5.4155,-3.556071,0.526759,,,,,,,,,,,,7.66764,3.36205,-2.01726,50,2.99785,2.04174,-109.33144,3.55544,9.17399,21.34873,-28.15151,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,e4a9f2d0-45ba-11ed-990a-975020632eee,71.55535,,,7.38808,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:06:34.04,2022-10-06T17:06:34.0484412-04:00,2022-10-06T21:06:34.0484412Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,9bf424d7-5202-4ad5-aa53-e2d30e588a7f,56.73921,-110.63956,10.67437,2.72715,5.28038,-14.07576,-2.12514,1.47962,4.58699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
134,2022-10-06,17:06:56.23,6,3,"Craven, Brian",1000055396,Right,WM_TRI,"Barnes, Jerry",1000115794,Right,WM_TRI,Undefined,3,Bottom,2,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,77.60072,2.616395,-3.136799,2312.808555,93.853093,9:15,2.77854,2.11189,3.72612,-48.36546,2.7998,-15.36895,1.28185,-2.20296,70.23462,-5.990393,-5.774724,0.514824,,,,,,,,,,,,6.27863,1.0078,-1.72037,50,3.03167,6.84714,-111.93474,3.1697,7.87209,22.42553,-30.9105,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,f1c952d0-45ba-11ed-990a-975020632eee,73.21418,,,7.3661,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:06:56.23,2022-10-06T17:06:56.2372412-04:00,2022-10-06T21:06:56.2372412Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,f7b444a0-ab16-4cd0-b6fa-93926eab220d,56.77176,-113.28331,11.21277,2.78517,5.02851,-15.45525,-2.11789,6.37375,3.93605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
135,2022-10-06,17:07:17.36,6,4,"Craven, Brian",1000055396,Right,WM_TRI,"Barnes, Jerry",1000115794,Right,WM_TRI,Undefined,3,Bottom,2,1,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.35442,3.047884,-5.034755,2086.084643,240.885872,2:00,3.0152,2.07695,4.26596,-32.82155,6.85382,9.81241,3.21057,-1.93542,78.55891,-2.885173,-3.338585,0.453348,,,,,,,,,,,,-6.19414,2.7965,-1.53781,50,3.31584,10.58061,-125.76944,5.34029,-9.8409,27.43845,-27.73111,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,fe5dd7f0-45ba-11ed-990a-975020632eee,83.14236,,,8.7955,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:07:17.36,2022-10-06T17:07:17.3690684-04:00,2022-10-06T21:07:17.3690684Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,6e7a2233-d274-42fa-b8d8-bb71aed75f0e,56.22967,-127.12126,13.71923,3.01908,6.70653,-13.86555,-2.07103,11.06545,-4.92045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
136,2022-10-06,17:07:38.99,6,5,"Craven, Brian",1000055396,Right,WM_TRI,"Barnes, Jerry",1000115794,Right,WM_TRI,Undefined,3,Bottom,2,2,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,75.59667,1.889013,-1.810902,2296.10197,95.85155,9:15,2.74381,2.11411,3.76568,-50.46314,3.29736,-13.58442,0.36417,-0.76712,68.40756,-7.105267,-4.151965,0.527719,,,,,,,,,,,,5.88575,1.45937,-1.88348,50,2.90717,4.05929,-109.19735,1.63198,7.00902,21.69375,-30.43618,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,0b4e11a0-45bb-11ed-990a-975020632eee,71.42517,,,7.18911,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:07:38.99,2022-10-06T17:07:38.9908284-04:00,2022-10-06T21:07:38.9908284Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,8b44f7bd-ec49-42e1-bc38-3b89be0fc92b,56.73269,-110.52681,10.84687,2.75,3.4972,-15.21809,-2.11908,3.62975,3.50451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
137,2022-10-06,17:08:02.96,6,6,"Craven, Brian",1000055396,Right,WM_TRI,"Barnes, Jerry",1000115794,Right,WM_TRI,Undefined,3,Bottom,2,3,2,Sinker,Sinker,InPlay,Undefined,GroundBall,Single,0,2,,88.22727,4.029517,-3.813303,2096.311877,295.832659,3:45,3.03697,2.24445,4.25582,-45.04743,-5.93674,15.27521,3.15441,-0.13754,78.79561,-4.041819,-1.165075,0.450111,71.33547,-27.744164,-1.007847,,,,,8.07664,7.68104,0.158746,0.064623,-8.60418,-3.79386,-1.84491,50,3.43148,7.69862,-127.08507,6.96603,-13.83896,30.05818,-38.27607,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,19948c80-45bb-11ed-990a-975020632eee,83.74041,3.16134,,9.43166,,,,2.06734,3.16134,0.12809,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:08:02.96,2022-10-06T17:08:02.9645116-04:00,2022-10-06T21:08:02.9645116Z,GroundBall,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,2f732bc8-55dd-42c5-beab-43a652bfa2c9,56.24359,-128.55332,15.02909,3.04554,8.8357,-19.13804,-2.23748,8.37462,-6.91948,180,2.06311,92.98919,,,,,,,,3.16356,-48.91945,,,,,,,,0.12817,-1.63587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
138,2022-10-06,17:11:23.04,1,1,"Bourque, Tom",1000187575,Left,WM_TRI,"Carmichael, Lucas",1000129646,Left,WM_TRI,Undefined,4,Top,0,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,72.23671,1.171795,1.017849,1916.509923,275.63588,3:15,5.51454,-1.22663,4.92953,-55.5722,0.93614,11.42812,1.99154,0.68798,65.42892,-8.917405,3.0343,0.541038,,,,,,,,,,,,-5.2639,0.73311,1.11765,50,5.58312,-2.30705,-104.56505,0.29144,-5.72213,20.61953,-31.37712,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,90d32130-45bb-11ed-990a-975020632eee,69.66692,,,6.80779,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:11:23.04,2022-10-06T17:11:23.0468924-04:00,2022-10-06T21:11:23.0468924Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,b73ffb51-42f1-4b36-8287-9d13e3db07ea,55.56725,-105.65717,10.30977,5.52367,1.95334,-15.68856,1.23182,-2.00397,-2.86106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
